server_name,server_id,latency,jitter,packet_loss,download,upload,download_bytes,upload_bytes,share_url
"fdcservers.net - Houston, TX","26652","49.807","34.225","N/A","64024","62611","511141","706914","https://www.speedtest.net/result/c/297ffc2b-7e91-4d28-8c2a-644e428b9e9f"
"Comcast - Houston, TX","1763","78.842","10.143","N/A","1225451","265372","13219154","3660054","https://www.speedtest.net/result/c/c9467073-6957-4cd7-8be7-7e1088a8d4c8"
"fdcservers.net - Houston, TX","26652","82.968","16.009","N/A","62593","62637","776445","661906","https://www.speedtest.net/result/c/fe6d16af-a616-4610-8149-5f271737d939"
"Tachus Fiber Internet - Kingwood, TX","31015","50.802","11.988","0","64277","68748","643570","932690","https://www.speedtest.net/result/c/00fcfd60-3a2c-4b1a-b122-7f4b9c2d5df2"
"fdcservers.net - Houston, TX","26652","51.956","16.779","N/A","57517","63197","712117","724828","https://www.speedtest.net/result/c/92e456d7-5db1-4510-8561-a7a5b0f07366"
"En-Touch Systems Inc. - Houston, TX","11772","151.972","4.022","0","812654","269792","9480640","3783542","https://www.speedtest.net/result/c/42bd5e69-8db7-4596-99eb-18c37cd33e9d"
"Tachus Fiber Internet - Kingwood, TX","31015","114.948","15.736","0","64246","63667","818710","649130","https://www.speedtest.net/result/c/092b3bf0-136e-4914-97a7-a53244820b56"
"En-Touch Systems Inc. - Houston, TX","11772","49.969","11.55","0","1034068","307262","12200812","4221736","https://www.speedtest.net/result/c/7ca2c02b-cd9a-4c52-bea6-6e21e3d95e66"
"PS Lightwave, Inc - Houston, TX","25206","51.81","13.181","0","64131","63155","783135","800162","https://www.speedtest.net/result/c/eadd16aa-cf58-4e0a-b47e-26aae22bab41"
"fdcservers.net - Houston, TX","26652","64.993","11.049","N/A","69253","64634","788216","708292","https://www.speedtest.net/result/c/5f1f16ad-96d1-4f7c-9e93-9c3d323c59f9"
"PS Lightwave, Inc - Houston, TX","25206","92.084","45.272","0","62399","63800","753790","822286","https://www.speedtest.net/result/c/4431b45b-f88b-4146-962e-15d11e655a07"
"Tachus Fiber Internet - Kingwood, TX","31015","60.956","20.248","0","65467","66616","654764","553220","https://www.speedtest.net/result/c/39a5cb93-81a2-4d68-a5a8-a75319b5ce97"
"fdcservers.net - Houston, TX","26652","76.883","24.232","N/A","66133","65988","952236","604942","https://www.speedtest.net/result/c/38ae0b03-550a-4470-a8bc-8905057dccba"
"Comcast - Houston, TX","1763","76.903","9.547","N/A","865110","204884","10146214","2701346","https://www.speedtest.net/result/c/063094b1-6f70-49b8-a431-75e80457a83d"
"Tachus Fiber Internet - Kingwood, TX","31015","131.924","10.629","0","60351","71601","725486","953540","https://www.speedtest.net/result/c/f1798d33-bba2-4990-9d72-b908f06bebc6"
"PS Lightwave, Inc - Houston, TX","25206","159.928","0.047","0","62529","64752","712683","851224","https://www.speedtest.net/result/c/7557579f-8112-4f27-a9bf-650b0e9305fd"
"Comcast - Houston, TX","1763","112.96","21.881","N/A","2037783","179023","20321366","2351866","https://www.speedtest.net/result/c/a206bd2b-8831-4cb9-8df9-e4f33c92ba88"
"PS Lightwave, Inc - Houston, TX","25206","115.809","13.111","0","61515","66394","736489","943170","https://www.speedtest.net/result/c/fbcf5ed8-b025-4e88-bec8-27d526c24ebc"
"En-Touch Systems Inc. - Houston, TX","11772","112.861","9.744","0","872672","165240","10813166","2100994","https://www.speedtest.net/result/c/6a7043fb-13e2-4f58-ac9b-6275188492d2"
"Comcast - Houston, TX","1763","152.181","192.243","N/A","247407","143153","3898362","2103152","https://www.speedtest.net/result/c/085b7383-383c-4db9-8fd5-0563b0e6fa29"
"fdcservers.net - Houston, TX","26652","114.91","45.132","N/A","65554","63743","748128","739986","https://www.speedtest.net/result/c/303f5090-aaea-448e-a79c-b743023be5e8"
"PS Lightwave, Inc - Houston, TX","25206","83.97","27.032","0","62661","63647","693134","937040","https://www.speedtest.net/result/c/d439fcd3-801b-40b1-ac98-99d830d4139f"
"PS Lightwave, Inc - Houston, TX","25206","100.948","26.768","0","63695","63764","787590","931528","https://www.speedtest.net/result/c/a3aac64d-8332-4d2a-95c2-a144a90ec84c"
"fdcservers.net - Houston, TX","26652","41.992","12.517","N/A","64305","65030","738608","948064","https://www.speedtest.net/result/c/57bdf151-0b64-4b74-b112-00feb56d89a2"
"PS Lightwave, Inc - Houston, TX","25206","115.931","46.87","0","62769","65583","750804","702324","https://www.speedtest.net/result/c/69ad5503-41c7-4316-b80a-caafc418c6be"
"Tachus Fiber Internet - Kingwood, TX","31015","65.001","7.272","0","64544","64658","639400","875700","https://www.speedtest.net/result/c/b7a178a9-b731-445e-9aa0-18ed7ca1f7f4"
"fdcservers.net - Houston, TX","26652","98.966","23.659","N/A","61257","66995","527774","829176","https://www.speedtest.net/result/c/6bc647a7-e3f9-4e5a-95dd-01f35c25b879"
"fdcservers.net - Houston, TX","26652","52.963","18.547","N/A","62706","66297","724828","563602","https://www.speedtest.net/result/c/c2044db7-0b7b-4900-ae18-dd4e3d6c011f"
"En-Touch Systems Inc. - Houston, TX","11772","95.011","44.208","0","1542414","191669","16780980","2507960","https://www.speedtest.net/result/c/7c1b6538-1ed7-4960-9a0b-0d02419a1469"
"Comcast - Houston, TX","1763","81.956","10.07","N/A","1110809","204249","13100684","1482272","https://www.speedtest.net/result/c/b21d1465-7282-4368-89c1-8018d6f6b154"
"fdcservers.net - Houston, TX","26652","97.961","13.699","N/A","67258","64315","975254","929238","https://www.speedtest.net/result/c/d7938d83-8fc8-47d2-96f5-b9395874e14f"
"En-Touch Systems Inc. - Houston, TX","11772","116.942","159.72","0","802762","218241","10689146","2864406","https://www.speedtest.net/result/c/a50379e8-86d2-4e60-a1a8-84efac5f8c57"
"PS Lightwave, Inc - Houston, TX","25206","107.384","11.461","0","63164","65342","756522","840200","https://www.speedtest.net/result/c/add11046-7c9b-49e1-ab42-caaa80367068"
"fdcservers.net - Houston, TX","26652","101.946","17.621","N/A","64257","63395","673711","929086","https://www.speedtest.net/result/c/511995dd-e989-49e9-b474-7ccb5b551085"
"fdcservers.net - Houston, TX","26652","112.955","33.158","N/A","63690","70076","893597","938960","https://www.speedtest.net/result/c/8c2833d4-14ce-4667-b587-957f005a7977"
"fdcservers.net - Houston, TX","26652","110.825","12.312","N/A","64215","64796","754991","846092","https://www.speedtest.net/result/c/2b9d5ecd-7a39-41fb-9f0b-2aff059fa380"
"Comcast - Houston, TX","1763","115.072","94.724","N/A","1011958","155424","10565126","932070","https://www.speedtest.net/result/c/014b9650-9a5b-48c3-87f3-a8b113368853"
"PS Lightwave, Inc - Houston, TX","25206","149.109","10.737","0","63631","67115","654550","557254","https://www.speedtest.net/result/c/aad77214-e209-45cd-a553-248ce6ec7d50"
"ICTX WaveMedia - Houston, TX","7340","152.057","8.119","0","344220","222507","2820766","2711534","https://www.speedtest.net/result/c/03d678c4-cbb4-463f-a9ec-cb8766801638"
"Comcast - Houston, TX","1763","127.962","25.868","N/A","393752","204515","1978808","2628768","https://www.speedtest.net/result/c/979034f2-218b-43f5-ad27-16fd848c4bbd"
"Comcast - Houston, TX","1763","159.828","2.104","N/A","1253113","159998","15124928","2046198","https://www.speedtest.net/result/c/4054510e-0112-48c9-a74c-2b0d15472ad4"
"Comcast - Houston, TX","1763","89.855","27.139","N/A","1338197","193055","15079454","2880942","https://www.speedtest.net/result/c/0c4b8985-fd1d-41da-8b63-e7243e3d4409"
"Comcast - Houston, TX","1763","112.882","180.986","N/A","1020061","168518","10654696","2066544","https://www.speedtest.net/result/c/8598796c-3bc2-4011-9dd6-b28d208beb08"
"Comcast - Houston, TX","1763","51.907","14.944","N/A","1240044","152747","16245242","1638908","https://www.speedtest.net/result/c/ccbd4a6a-f602-4bd7-b353-0a10e5441779"
"fdcservers.net - Houston, TX","26652","153.794","2.545","N/A","59709","63528","810694","708910","https://www.speedtest.net/result/c/8190192c-24c6-4a81-809b-7f77916fc8ea"
"En-Touch Systems Inc. - Houston, TX","11772","110.829","19.538","0","742035","139664","9958806","1824938","https://www.speedtest.net/result/c/73bce195-82fe-4536-892c-852ee4107421"
"Tachus Fiber Internet - Kingwood, TX","31015","121.872","9.824","0","64476","70342","950760","906280","https://www.speedtest.net/result/c/655e3efe-663d-4202-af22-5c2b58ef2fd5"
"fdcservers.net - Houston, TX","26652","102.078","42.71","N/A","64345","66424","801677","800666",""
"Comcast - Houston, TX","1763","102.97","15.964","N/A","1037917","181192","11389170","2524496",""
"En-Touch Systems Inc. - Houston, TX","11772","159.841","7.898","0","401086","202748","4620434","2770246","https://www.speedtest.net/result/c/aaacd4d9-95c5-4d4c-a141-7359297ceb7b"
"Comcast - Houston, TX","1763","77.998","14.288","N/A","1153968","196457","13104780","2654038","https://www.speedtest.net/result/c/6616880a-584d-4190-b4be-33d1a62e2b48"
"PS Lightwave, Inc - Houston, TX","25206","100.846","14.784","0","63389","64718","787922","952740","https://www.speedtest.net/result/c/3324f29d-a5d1-4992-a572-a52f060be0c3"
"PS Lightwave, Inc - Houston, TX","25206","101.985","31.523","0","62379","72071","722658","526016","https://www.speedtest.net/result/c/bcf6c79e-a306-4b98-aac7-961d4a6a5a03"
"fdcservers.net - Houston, TX","26652","93.064","31.254","N/A","60578","63859","793728","821754","https://www.speedtest.net/result/c/c25a67c4-1816-43df-ac8b-6af2ef7f3738"
"Comcast - Houston, TX","1763","134.833","28.919","N/A","849442","171136","10587174","2168906","https://www.speedtest.net/result/c/4e9c262a-3be5-40f3-bf11-ae7775f6c4f9"
"PS Lightwave, Inc - Houston, TX","25206","150.999","6.526","0","63228","64434","691345","813942","https://www.speedtest.net/result/c/a5b1df7c-f2b3-4968-a9b3-4a5cca0d6190"
"fdcservers.net - Houston, TX","26652","116.943","9.328","N/A","63890","65091","835652","954954","https://www.speedtest.net/result/c/1da64e10-99f6-46a3-a19d-0f2b956fdeeb"
"PS Lightwave, Inc - Houston, TX","25206","119.006","111.804","0","66303","64454","601380","731718","https://www.speedtest.net/result/c/a7e4ab08-ae94-4fb3-9fb8-3ba342e0275f"
"En-Touch Systems Inc. - Houston, TX","11772","134.207","240.73","0","445005","202788","4980092","2726150","https://www.speedtest.net/result/c/24188716-5245-4888-b0f5-4312e488e191"
"fdcservers.net - Houston, TX","26652","80.043","20.943","N/A","62136","63242","746474","686862","https://www.speedtest.net/result/c/ea02ef5f-6c1b-4d44-858f-660431e38238"
"Comcast - Houston, TX","1763","99.986","18.616","N/A","1018100","265782","12465388","3697174","https://www.speedtest.net/result/c/bd1f7f60-1f93-47de-80b2-f9189cbab0ff"
"Comcast - Houston, TX","1763","158.856","0.861","N/A","693934","282952","7556952","2465242","https://www.speedtest.net/result/c/f22c06a4-4525-4142-925a-c86df61c8463"
"Comcast - Houston, TX","1763","155.948","4.057","N/A","449314","191094","5073796","1012916","https://www.speedtest.net/result/c/b7a55361-fdd2-469c-a717-90602c098535"
"En-Touch Systems Inc. - Houston, TX","11772","110.91","13.335","0","714361","204728","8824712","2805086","https://www.speedtest.net/result/c/01fb5952-e21e-4ac0-b1a9-de382476d118"
"fdcservers.net - Houston, TX","26652","101.681","11.617","N/A","63761","62816","751010","895320","https://www.speedtest.net/result/c/fc7a69f1-6b11-4904-901a-8e6e9aaa9c89"
"PS Lightwave, Inc - Houston, TX","25206","106.026","32.366","0","63405","65937","731718","866762","https://www.speedtest.net/result/c/dd21e426-bd27-4071-bf90-e5f81b703255"
"fdcservers.net - Houston, TX","26652","77.744","14.513","N/A","65534","65111","723450","937962","https://www.speedtest.net/result/c/1abd6314-3496-4877-b6ae-9a4d7e3c04c4"
"fdcservers.net - Houston, TX","26652","56.929","16.125","N/A","59102","64947","749466","888050","https://www.speedtest.net/result/c/d4d2a070-df98-4352-9a94-e07a43c9e27f"
"Comcast - Houston, TX","1763","67.884","10.323","N/A","1160278","177675","13418964","2387086","https://www.speedtest.net/result/c/72c5815a-82b9-4607-ba9b-2756dc13e0fa"
"PS Lightwave, Inc - Houston, TX","25206","81.953","23.366","0","60445","65565","756522","639392","https://www.speedtest.net/result/c/3c16c553-701c-4abf-8559-bae143044285"
"Comcast - Houston, TX","1763","111.886","19.46","N/A","1489805","214056","15680262","2832712","https://www.speedtest.net/result/c/669c8cb3-a09f-4f07-8918-e48857c82eef"
"PS Lightwave, Inc - Houston, TX","25206","121.958","43.957","0","63275","71036","710647","960010","https://www.speedtest.net/result/c/ac43f6da-bcc0-43a0-9f1e-808fb39f56f7"
"fdcservers.net - Houston, TX","26652","135.038","23.389","N/A","62339","66174","662818","757444","https://www.speedtest.net/result/c/9f8b6c2d-2e59-407a-a127-48e72cc3da00"
"En-Touch Systems Inc. - Houston, TX","11772","157.989","2.019","0","293022","196035","3697174","2582372","https://www.speedtest.net/result/c/216081a6-02e1-41d7-8bb9-56034c5a2d2e"
"En-Touch Systems Inc. - Houston, TX","11772","134.971","6.262","0","682180","159260","7125638","2094570","https://www.speedtest.net/result/c/4242eff0-c669-4fef-83c5-b202ffb2ae61"
"Southern Broadband - Houston, TX","31868","160.014","8.72","0","61440","64985","781906","866002","https://www.speedtest.net/result/c/0436f750-c4b9-4722-ac2d-36bad2278aa9"
"ICTX WaveMedia - Houston, TX","7340","83.026","14.581","0","682963","179319","7351630","808886","https://www.speedtest.net/result/c/7800371e-f8a7-4501-9318-6492ed138bd9"
"ICTX WaveMedia - Houston, TX","7340","123.973","32.539","0","958635","190776","11781900","1150174","https://www.speedtest.net/result/c/8e35c5cb-e04c-4d1f-a5d8-b2057a01b3b2"
"Comcast - Houston, TX","1763","125.931","194.042","N/A","1366306","209010","15444624","2906212","https://www.speedtest.net/result/c/65806bfa-c5eb-4871-a719-eb1530c4c1b4"
"Comcast - Houston, TX","1763","102.946","248.078","N/A","1090525","177378","13316992","2339322","https://www.speedtest.net/result/c/6838c6b6-d16c-4022-87e9-768cb6ee5dfc"
"Tachus Fiber Internet - Kingwood, TX","31015","73.985","30.49","0","65227","72062","685270","907670","https://www.speedtest.net/result/c/222c69df-0e36-48c3-af86-28b9657fa4d0"
"Comcast - Houston, TX","1763","113.082","11.733","N/A","1003242","306276","12098840","3926844","https://www.speedtest.net/result/c/ba4caf70-cd4f-4302-968d-666cfabe7c61"
"fdcservers.net - Houston, TX","26652","95.069","33.426","N/A","65150","63690","757900","869062","https://www.speedtest.net/result/c/7bb231c3-e576-478c-97d4-90fa8b2d2dce"
"En-Touch Systems Inc. - Houston, TX","11772","151.954","100.287","0","210180","213342","2268188","2575872","https://www.speedtest.net/result/c/24f97b30-5f02-44d3-9c5c-32c64b4bc093"
"En-Touch Systems Inc. - Houston, TX","11772","114.06","16.587","0","248763","203041","3462914","2533344","https://www.speedtest.net/result/c/e6630e24-ef49-4f28-a0e9-5a59e0851c5e"
"Tachus Fiber Internet - Kingwood, TX","31015","106.908","13.234","0","63347","69116","791685","903500","https://www.speedtest.net/result/c/b9a11954-b43f-4c87-ac89-4248f0c08dd7"
"En-Touch Systems Inc. - Houston, TX","11772","109.083","57.696","0","1672353","246355","19482164","3101422","https://www.speedtest.net/result/c/d440c74e-90fa-4fa5-8dea-438d37c3a94a"
"PS Lightwave, Inc - Houston, TX","25206","95.992","34.011","0","62016","67354","640770","954118","https://www.speedtest.net/result/c/5ad4ef23-0d19-47f8-a490-8cdb14a8b2fa"
"fdcservers.net - Houston, TX","26652","136.85","6.119","N/A","57746","66044","726604","947684","https://www.speedtest.net/result/c/92f5e6a3-13b2-4fc0-a3a4-348f6af9bfcc"
"Comcast - Houston, TX","1763","56.98","23.035","N/A","699935","180422","8069568","2519840","https://www.speedtest.net/result/c/6bedda0f-7189-4f6d-aea6-bb01732eb39d"
"PS Lightwave, Inc - Houston, TX","25206","88.008","14","0","66351","64287","968802","950364","https://www.speedtest.net/result/c/c92ed1b3-ff82-4d98-9ff1-bb1ecb6ae145"
"Comcast - Houston, TX","1763","80.954","47.904","N/A","1335204","191094","15549352","2519906","https://www.speedtest.net/result/c/75959fef-2675-403e-998d-5febcbbf77fb"
"PS Lightwave, Inc - Houston, TX","25206","126.824","30.352","0","67029","66755","975401","939416",""
"Comcast - Houston, TX","1763","126.833","24.515","N/A","422808","260282","4624568","1519934",""
"Comcast - Houston, TX","1763","119.904","62.436","N/A","342233","218700","5230888","3066906",""
"CenturyLink - Houston, TX","10151","84.966","17.989","0","1096525","173970","10883444","2177896",""
"Tachus Fiber Internet - Kingwood, TX","31015","129.985","30.131","0","67642","71723","917400","903500",""
"En-Touch Systems Inc. - Houston, TX","11772","114.001","18.812","0","601748","247338","7559708","3080106",""
"Tachus Fiber Internet - Spring, TX","7306","89.904","18.037","0","1683963","244537","17208200","3269280",""
"En-Touch Systems Inc. - Houston, TX","11772","142.974","15.297","0","695114","185435","7191782","2709614",""
"fdcservers.net - Houston, TX","26652","129.931","26.512","N/A","55955","65535","739779","957330",""
"En-Touch Systems Inc. - Houston, TX","11772","121.942","49.531","0","509557","181592","2771158","2443204",""
"En-Touch Systems Inc. - Houston, TX","11772","129.062","31.101","0","270069","208561","3651700","2853458",""
"Comcast - Houston, TX","1763","122.938","10.653","N/A","425198","209308","4715516","1080552",""
"fdcservers.net - Houston, TX","26652","65.947","12.254","N/A","65416","66954","883298","768924",""
"Tachus Fiber Internet - Kingwood, TX","31015","112.99","95.527","0","63626","66945","928520","952150",""
"En-Touch Systems Inc. - Houston, TX","11772","132.757","122.69","0","414751","241285","5542316","3399916",""
"fdcservers.net - Houston, TX","26652","95.958","17.684","N/A","58390","63412","746876","822210",""
"En-Touch Systems Inc. - Houston, TX","11772","96.982","21.036","0","644432","211678","7381946","3145518",""
"Comcast - Houston, TX","1763","130.886","29.123","N/A","450760","237807","5142696","3103570",""
"PS Lightwave, Inc - Houston, TX","25206","140.864","216.023","0","62239","66443","773046","525018",""
"fdcservers.net - Houston, TX","26652","79.015","9.925","N/A","65152","61799","763412","801996",""
"PS Lightwave, Inc - Houston, TX","25206","122.92","223.022","0","61332","67184","628441","852526",""
"ICTX WaveMedia - Houston, TX","7340","151.034","232.378","0","318787","186600","3293420","1077216",""
"En-Touch Systems Inc. - Houston, TX","11772","97.557","8.707","0","543987","194648","6183086","2822610",""
"fdcservers.net - Houston, TX","26652","121.96","32.096","N/A","62204","65995","782302","746496",""
"En-Touch Systems Inc. - Houston, TX","11772","150.055","19.468","0","304192","197016","3513900","2846112",""
"fdcservers.net - Houston, TX","26652","157.865","12.828","N/A","63613","64396","711110","699644",""
"Tachus Fiber Internet - Kingwood, TX","31015","117.031","12.487","0.862069","66404","70381","738090","528110",""
"PS Lightwave, Inc - Houston, TX","25206","104.07","34.208","0","59866","63977","701390","804752",""
"Comcast - Houston, TX","1763","130.764","7.313","N/A","339604","193580","3249324","2669120",""
"Comcast - Houston, TX","1763","126.95","33.048","N/A","294206","225577","3246568","2944786",""
"Comcast - Houston, TX","1763","113.85","25.019","N/A","493892","197752","5623618","2919346",""
"CenturyLink - Houston, TX","10151","156.847","218.524","0","767429","199359","7730580","2765656",""
"fdcservers.net - Houston, TX","26652","128.01","276.021","N/A","53882","64496","732090","936046","https://www.speedtest.net/result/c/f8e4c135-dfb8-403a-9c1b-2e449390a4a3"
